Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
ITA,Italy,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,Italy,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
ITA,Italy,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
JAM,Jamaica,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
JAM,Jamaica,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
JAM,Jamaica,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
JAM,Jamaica,28154,SIDS,Yes/No,,,,,,,,,,,,1,
JAM,Jamaica,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
JAM,Jamaica,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
JAM,Jamaica,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
JOR,Jordan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
JOR,Jordan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
JOR,Jordan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
JOR,Jordan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
JOR,Jordan,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
JOR,Jordan,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
JOR,Jordan,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
JPN,Japan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
JPN,Japan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
JPN,Japan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
JPN,Japan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
JPN,Japan,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
JPN,Japan,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
JPN,Japan,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
KAZ,Kazakhstan,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KAZ,Kazakhstan,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KAZ,Kazakhstan,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
KAZ,Kazakhstan,28154,SIDS,Yes/No,,,,,,,,,,,,0,
KAZ,Kazakhstan,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
KAZ,Kazakhstan,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
KAZ,Kazakhstan,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
KEN,Kenya,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KEN,Kenya,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KEN,Kenya,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
KEN,Kenya,28154,SIDS,Yes/No,,,,,,,,,,,,0,
KEN,Kenya,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
KEN,Kenya,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KEN,Kenya,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
KGZ,Kyrgyz Republic,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KGZ,Kyrgyz Republic,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KGZ,Kyrgyz Republic,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
KGZ,Kyrgyz Republic,28154,SIDS,Yes/No,,,,,,,,,,,,0,
KGZ,Kyrgyz Republic,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
KGZ,Kyrgyz Republic,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KGZ,Kyrgyz Republic,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
KHM,Cambodia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KHM,Cambodia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
KHM,Cambodia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
KHM,Cambodia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
KHM,Cambodia,28156,Is this country on the FCV list?,Value,1,1,1,1,0,0,0,0,0,0,0,0,0
KHM,Cambodia,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KHM,Cambodia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
KIR,Kiribati,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
KIR,Kiribati,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KIR,Kiribati,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
KIR,Kiribati,28154,SIDS,Yes/No,,,,,,,,,,,,1,
KIR,Kiribati,28156,Is this country on the FCV list?,Value,0,0,1,1,1,1,1,1,1,1,1,1,1
KIR,Kiribati,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KIR,Kiribati,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
KNA,St. Kitts and Nevis,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KNA,St. Kitts and Nevis,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KNA,St. Kitts and Nevis,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
KNA,St. Kitts and Nevis,28154,SIDS,Yes/No,,,,,,,,,,,,1,
KNA,St. Kitts and Nevis,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,St. Kitts and Nevis,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
KOR,"Korea, Rep.",28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KOR,"Korea, Rep.",28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KOR,"Korea, Rep.",28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
KOR,"Korea, Rep.",28154,SIDS,Yes/No,,,,,,,,,,,,0,
KOR,"Korea, Rep.",28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
KOR,"Korea, Rep.",28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KOR,"Korea, Rep.",28167,Landlocked,Yes/No,,,,,,,,,,,,0,
KSV,Kosovo,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
KSV,Kosovo,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KSV,Kosovo,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
KSV,Kosovo,28154,SIDS,Yes/No,,,,,,,,,,,,0,
KSV,Kosovo,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
KSV,Kosovo,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KSV,Kosovo,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
KWT,Kuwait,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
KWT,Kuwait,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
KWT,Kuwait,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
KWT,Kuwait,28154,SIDS,Yes/No,,,,,,,,,,,,0,
KWT,Kuwait,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
KWT,Kuwait,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
KWT,Kuwait,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LAO,Lao PDR,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LAO,Lao PDR,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
LAO,Lao PDR,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
LAO,Lao PDR,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LAO,Lao PDR,28156,Is this country on the FCV list?,Value,1,1,1,1,0,0,0,0,0,0,0,0,0
LAO,Lao PDR,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
LAO,Lao PDR,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
LBN,Lebanon,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
LBN,Lebanon,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LBN,Lebanon,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
LBN,Lebanon,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LBN,Lebanon,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,1,1,1
LBN,Lebanon,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LBN,Lebanon,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LBR,Liberia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
LBR,Liberia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LBR,Liberia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
LBR,Liberia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LBR,Liberia,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
LBR,Liberia,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
LBR,Liberia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LBY,Libya,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
LBY,Libya,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LBY,Libya,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
LBY,Libya,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LBY,Libya,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,1,1,1,1,1,1
LBY,Libya,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
LBY,Libya,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LCA,St. Lucia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LCA,St. Lucia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LCA,St. Lucia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
LCA,St. Lucia,28154,SIDS,Yes/No,,,,,,,,,,,,1,
LCA,St. Lucia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LCA,St. Lucia,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LCA,St. Lucia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LIE,Liechtenstein,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
LIE,Liechtenstein,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
LIE,Liechtenstein,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
LIE,Liechtenstein,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LKA,Sri Lanka,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LKA,Sri Lanka,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
LKA,Sri Lanka,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LKA,Sri Lanka,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,Sri Lanka,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LKA,Sri Lanka,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LSO,Lesotho,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LSO,Lesotho,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LSO,Lesotho,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
LSO,Lesotho,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LSO,Lesotho,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LSO,Lesotho,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LSO,Lesotho,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
LTU,Lithuania,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LTU,Lithuania,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LTU,Lithuania,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
LTU,Lithuania,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LTU,Lithuania,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LTU,Lithuania,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LTU,Lithuania,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
LUX,Luxembourg,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LUX,Luxembourg,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LUX,Luxembourg,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
LUX,Luxembourg,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LUX,Luxembourg,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LUX,Luxembourg,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LUX,Luxembourg,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
LVA,Latvia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
LVA,Latvia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
LVA,Latvia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
LVA,Latvia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
LVA,Latvia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
LVA,Latvia,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
LVA,Latvia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MAC,"Macao SAR, China",28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MAC,"Macao SAR, China",28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MAC,"Macao SAR, China",28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MAC,"Macao SAR, China",28154,SIDS,Yes/No,,,,,,,,,,,,0,
MAC,"Macao SAR, China",28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MAC,"Macao SAR, China",28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MAC,"Macao SAR, China",28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MAF,St. Martin (French part),28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
MAF,St. Martin (French part),28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
MAF,St. Martin (French part),28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
MAF,St. Martin (French part),28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,Morocco,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MAR,Morocco,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MAR,Morocco,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MAR,Morocco,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MAR,Morocco,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,Morocco,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MAR,Morocco,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MCO,Monaco,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
MCO,Monaco,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
MCO,Monaco,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
MCO,Monaco,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,Moldova,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MDA,Moldova,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MDA,Moldova,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MDA,Moldova,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MDA,Moldova,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,Moldova,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MDA,Moldova,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
MDG,Madagascar,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
MDG,Madagascar,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MDG,Madagascar,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
MDG,Madagascar,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MDG,Madagascar,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,1,1,1,1,0
MDG,Madagascar,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MDG,Madagascar,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MDV,Maldives,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MDV,Maldives,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MDV,Maldives,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MDV,Maldives,28154,SIDS,Yes/No,,,,,,,,,,,,1,
MDV,Maldives,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,Maldives,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MDV,Maldives,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MEX,Mexico,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MEX,Mexico,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MEX,Mexico,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MEX,Mexico,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MEX,Mexico,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MEX,Mexico,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MEX,Mexico,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MHL,Marshall Islands,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
MHL,Marshall Islands,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MHL,Marshall Islands,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
MHL,Marshall Islands,28154,SIDS,Yes/No,,,,,,,,,,,,1,
MHL,Marshall Islands,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,1,1,1,1,1,1,1
MHL,Marshall Islands,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MKD,"Macedonia, FYR",28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MKD,"Macedonia, FYR",28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MKD,"Macedonia, FYR",28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MKD,"Macedonia, FYR",28154,SIDS,Yes/No,,,,,,,,,,,,0,
MKD,"Macedonia, FYR",28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MKD,"Macedonia, FYR",28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MKD,"Macedonia, FYR",28167,Landlocked,Yes/No,,,,,,,,,,,,1,
MLI,Mali,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
MLI,Mali,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MLI,Mali,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
MLI,Mali,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MLI,Mali,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,1,1,1,1,1
MLI,Mali,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
MLI,Mali,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
MLT,Malta,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MLT,Malta,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MLT,Malta,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MLT,Malta,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MLT,Malta,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,Malta,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MMR,Myanmar,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,1
MMR,Myanmar,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MMR,Myanmar,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
MMR,Myanmar,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MMR,Myanmar,28156,Is this country on the FCV list?,Value,1,1,1,1,1,1,1,1,1,1,1,1,1
MMR,Myanmar,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MMR,Myanmar,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MNE,Montenegro,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MNE,Montenegro,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MNE,Montenegro,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MNE,Montenegro,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MNE,Montenegro,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MNE,Montenegro,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MNE,Montenegro,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MNG,Mongolia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MNG,Mongolia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MNG,Mongolia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MNG,Mongolia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MNG,Mongolia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MNG,Mongolia,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
MNG,Mongolia,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
MNP,Northern Mariana Islands,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
MNP,Northern Mariana Islands,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
MNP,Northern Mariana Islands,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
MNP,Northern Mariana Islands,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,Mozambique,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,1
MOZ,Mozambique,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MOZ,Mozambique,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,0
MOZ,Mozambique,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MOZ,Mozambique,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,1
MOZ,Mozambique,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
MOZ,Mozambique,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MRT,Mauritania,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MRT,Mauritania,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
MRT,Mauritania,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
MRT,Mauritania,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MRT,Mauritania,28156,Is this country on the FCV list?,Value,0,1,0,0,0,0,0,0,0,0,0,0,0
MRT,Mauritania,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
MRT,Mauritania,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MUS,Mauritius,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MUS,Mauritius,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MUS,Mauritius,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MUS,Mauritius,28154,SIDS,Yes/No,,,,,,,,,,,,1,
MUS,Mauritius,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,Mauritius,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
MUS,Mauritius,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
MWI,Malawi,28150,FCV Typology - FCV,Value,,,,,,,,,,,,1,0
MWI,Malawi,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,1
MWI,Malawi,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
MWI,Malawi,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MWI,Malawi,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,1,0,0,0,0
MWI,Malawi,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
MWI,Malawi,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
MYS,Malaysia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
MYS,Malaysia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
MYS,Malaysia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
MYS,Malaysia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
MYS,Malaysia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,Malaysia,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
MYS,Malaysia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
NAM,Namibia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NAM,Namibia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
NAM,Namibia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
NAM,Namibia,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NAM,Namibia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NAM,Namibia,28157,Is the country resource rich?,Value,,,,,,,,,,,,0,
NAM,Namibia,28167,Landlocked,Yes/No,,,,,,,,,,,,0,
NCL,New Caledonia,28150,FCV Typology - FCV,Value,,,,,,,,,,,,,0
NCL,New Caledonia,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,,0
NCL,New Caledonia,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,,1
NCL,New Caledonia,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,Niger,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NER,Niger,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,0,0
NER,Niger,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,1,1
NER,Niger,28154,SIDS,Yes/No,,,,,,,,,,,,0,
NER,Niger,28156,Is this country on the FCV list?,Value,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,Niger,28157,Is the country resource rich?,Value,,,,,,,,,,,,1,
NER,Niger,28167,Landlocked,Yes/No,,,,,,,,,,,,1,
NGA,Nigeria,28150,FCV Typology - FCV,Value,,,,,,,,,,,,0,0
NGA,Nigeria,28151,FCS Typology - Past-FCS,Value,,,,,,,,,,,,1,1
NGA,Nigeria,28152,FCS Typology - Non-FCS,Value,,,,,,,,,,,,0,0
