"country","project_code_in","component_code_in","section_code_in","cost_type","year","work_type","duration","length_km","cost_M_USD_per_km","rocks_wave","ccode","wb_region","inc_group","proj.component.section","project_country","project_idx","section_idx","section_code"
"Uganda","P065436","C1","S1","Estimate","2001","Upgrading",36,62.5,0.2272,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 S1","Uganda P065436",4550,1916,"45501916"
"Uganda","P065436","C1","S1","Actual","2009","Upgrading",40,62.5,0.28048,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P065436 C1 S1","Uganda P065436",4550,1916,"45501916"
"Uganda","P074079","C1","S1","Actual","2012","Upgrading",34,123,0.841544715447154,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P074079 C1 S1","Uganda P074079",4551,2050,"45512050"
"Uganda","P074079","C1","S1","Estimate","2004","Upgrading",NA,125,0.376,"rocks_2018","UGA","Sub-Saharan Africa","Low income","P074079 C1 S1","Uganda P074079",4551,2050,"45512050"
"Uruguay","P057481","C1","S1","Actual","2012","Reconstruction",NA,15,0.379333333333333,"rocks_2018","URY","Latin America & Caribbean","High income","P057481 C1 S1","Uruguay P057481",4791,1870,"47911870"
"Uruguay","P057481","C1","S1","Estimate","2007","Reconstruction",NA,15,0.239466666666667,"rocks_2018","URY","Latin America & Caribbean","High income","P057481 C1 S1","Uruguay P057481",4791,1870,"47911870"
"Vietnam","P059663","C1","S1","Estimate","2003","Asphalt Mix Resurfacing",28,1100,0.0883636363636364,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059663 C1 S1","Vietnam P059663",4869,1896,"48691896"
"Vietnam","P059663","C1","S1","Actual","2012","Asphalt Mix Resurfacing",36.4,842,0.107458432304038,"rocks_2018","VNM","East Asia & Pacific","Lower middle income","P059663 C1 S1","Vietnam P059663",4869,1896,"48691896"
"Yugoslavia, FR (Serbia/Montenegro)","P075207","C1","S1","Estimate","2004","Reconstruction",11,20.9,0.105263157894737,"rocks_2018",NA,NA,NA,"P075207 C1 S1","Yugoslavia, FR (Serbia/Montenegro) P075207",4918,2068,"49182068"
"Zambia","P071985","C1","S1","Estimate","2004","Asphalt Mix Resurfacing",37,40,0.3025,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","P071985 C1 S1","Zambia P071985",4932,2040,"49322040"
"Zambia","P071985","C1","S1","Actual","2015","Asphalt Mix Resurfacing",33,40,0.25725,"rocks_2018","ZMB","Sub-Saharan Africa","Lower middle income","P071985 C1 S1","Zambia P071985",4932,2040,"49322040"
"Cambodia","P071207","C1","S10","Actual","2012","Upgrading",NA,8,0.0525,"rocks_2018","KHM","East Asia & Pacific","Lower middle income","P071207 C1 S10","Cambodia P071207",1757,2026,"17572026"
"Cambodia","P071207","C1","S10","Estimate","2003","Upgrading",12,10.8,0.0361111111111111,"rocks_2018","KHM","East Asia & Pacific","Lower middle income","P071207 C1 S10","Cambodia P071207",1757,2026,"17572026"
"India","P070421","C1","S10","Actual","2008","Widening and Reconstruction",NA,143.49,0.47738518363649,"rocks_2018","IND","South Asia","Lower middle income","P070421 C1 S10","India P070421",2705,2002,"27052002"
"India","P070421","C1","S10","Estimate","2001","Widening and Reconstruction",NA,143.49,0.241201477454875,"rocks_2018","IND","South Asia","Lower middle income","P070421 C1 S10","India P070421",2705,2002,"27052002"
"Iraq","P087735","C1","S10","Estimate","2014","Reconstruction",NA,41,0.448780487804878,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S10","Iraq P087735",2848,2227,"28482227"
"Iraq","P087735","C1","S10","Actual","2014","Reconstruction",32,41,0.446341463414634,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S10","Iraq P087735",2848,2227,"28482227"
"Lao PDR","P064821","C1","S10","Estimate","2001","Bituminous Pavement Preventive Treatment",NA,20,0.0195,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P064821 C1 S10","Lao PDR P064821",3032,1902,"30321902"
"Lao PDR","P064821","C1","S10","Actual","2005","Bituminous Pavement Preventive Treatment",NA,20,0.016,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P064821 C1 S10","Lao PDR P064821",3032,1902,"30321902"
"Lao PDR","P083543","C1","S10","Estimate","2004","Asphalt Mix Resurfacing",12,7,0.0208571428571429,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S10","Lao PDR P083543",3033,2171,"30332171"
"Lao PDR","P083543","C1","S10","Actual","2011","Asphalt Mix Resurfacing",12,7,0.0242828571428571,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S10","Lao PDR P083543",3033,2171,"30332171"
"Macedonia, FYR","P107840","C1","S10","Estimate","2008","Reconstruction",NA,18.1,0.138121546961326,"rocks_2018","MKD","Europe & Central Asia","Upper middle income","P107840 C1 S10","Macedonia, FYR P107840",3123,2339,"31232339"
"Macedonia, FYR","P107840","C1","S10","Actual","2016","Reconstruction",20,13.2,0.167363636363636,"rocks_2018","MKD","Europe & Central Asia","Upper middle income","P107840 C1 S10","Macedonia, FYR P107840",3123,2339,"31232339"
"Mexico","P065779","C1","S10","Estimate","2000","Reconstruction",NA,11.9,0.181512605042017,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S10","Mexico P065779",3243,1922,"32431922"
"Mexico","P065779","C1","S10","Actual","2007","Reconstruction",NA,11.9,0.258823529411765,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S10","Mexico P065779",3243,1922,"32431922"
"Morocco","P082754","C1","S10","Actual","2011","Reconstruction",69,8.8,0.164050577719642,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 S10","Morocco P082754",3267,2146,"32672146"
"Morocco","P082754","C1","S10","Estimate","2004","Reconstruction",54,9,0.0863930885529158,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 S10","Morocco P082754",3267,2146,"32672146"
"Pakistan","P010556","C1","S10","Actual","2013","Bituminous Pavement Preventive Treatment",NA,123,0.169360906956073,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 S10","Pakistan P010556",3455,1798,"34551798"
"Pakistan","P010556","C1","S10","Estimate","2003","Bituminous Pavement Preventive Treatment",32,72,0.153356481481481,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 S10","Pakistan P010556",3455,1798,"34551798"
"India","P070421","C1","S11","Actual","2008","New 2L Highway",NA,50,0.042,"rocks_2018","IND","South Asia","Lower middle income","P070421 C1 S11","India P070421",2705,2003,"27052003"
"India","P070421","C1","S11","Estimate","2001","New 2L Highway",NA,50,0.2438,"rocks_2018","IND","South Asia","Lower middle income","P070421 C1 S11","India P070421",2705,2003,"27052003"
"Iraq","P087735","C1","S11","Estimate","2014","Strengthening",NA,14.1,0.163120567375887,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S11","Iraq P087735",2848,2228,"28482228"
"Iraq","P087735","C1","S11","Actual","2014","Strengthening",6,14.1,0.141843971631206,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S11","Iraq P087735",2848,2228,"28482228"
"Lao PDR","P064821","C1","S11","Actual","2005","Gravel Resurfacing",NA,50,0.0092,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P064821 C1 S11","Lao PDR P064821",3032,1903,"30321903"
"Lao PDR","P064821","C1","S11","Estimate","2001","Gravel Resurfacing",NA,50,0.011,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P064821 C1 S11","Lao PDR P064821",3032,1903,"30321903"
"Lao PDR","P083543","C1","S11","Actual","2011","Surface Treatment Resurfacing",12,24,0.009270625,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S11","Lao PDR P083543",3033,2172,"30332172"
"Lao PDR","P083543","C1","S11","Estimate","2004","Surface Treatment Resurfacing",12,24,0.01125,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S11","Lao PDR P083543",3033,2172,"30332172"
"Macedonia, FYR","P107840","C1","S11","Actual","2016","Reconstruction",25,24.4,0.133655737704918,"rocks_2018","MKD","Europe & Central Asia","Upper middle income","P107840 C1 S11","Macedonia, FYR P107840",3123,2340,"31232340"
"Macedonia, FYR","P107840","C1","S11","Estimate","2008","Reconstruction",NA,28.1,0.147740752722959,"rocks_2018","MKD","Europe & Central Asia","Upper middle income","P107840 C1 S11","Macedonia, FYR P107840",3123,2340,"31232340"
"Mexico","P065779","C1","S11","Estimate","2000","Reconstruction",NA,3,0.18,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S11","Mexico P065779",3243,1923,"32431923"
"Mexico","P065779","C1","S11","Actual","2007","Reconstruction",NA,3,0.246666666666667,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S11","Mexico P065779",3243,1923,"32431923"
"Morocco","P082754","C1","S11","Actual","2011","Reconstruction",69,9.5,0.100719424460432,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 S11","Morocco P082754",3267,2147,"32672147"
"Morocco","P082754","C1","S11","Estimate","2004","Reconstruction",54,10,0.0367170626349892,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 S11","Morocco P082754",3267,2147,"32672147"
"Iraq","P087735","C1","S12","Actual","2014","Strengthening",21,12.7,0.149606299212598,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S12","Iraq P087735",2848,2229,"28482229"
"Iraq","P087735","C1","S12","Estimate","2014","Strengthening",NA,12.7,0.15748031496063,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S12","Iraq P087735",2848,2229,"28482229"
"Lao PDR","P083543","C1","S12","Estimate","2004","Surface Treatment Resurfacing",12,24,0.00833333333333333,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S12","Lao PDR P083543",3033,2173,"30332173"
"Lao PDR","P083543","C1","S12","Actual","2011","Surface Treatment Resurfacing",12,24,0.00574733333333333,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S12","Lao PDR P083543",3033,2173,"30332173"
"Mexico","P065779","C1","S12","Actual","2007","Reconstruction",NA,12.5,0.096,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S12","Mexico P065779",3243,1924,"32431924"
"Mexico","P065779","C1","S12","Estimate","2000","Reconstruction",NA,12.5,0.1128,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S12","Mexico P065779",3243,1924,"32431924"
"Morocco","P082754","C1","S12","Estimate","2004","Reconstruction",54,28,0.0407281703178031,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 S12","Morocco P082754",3267,2148,"32672148"
"Morocco","P082754","C1","S12","Actual","2011","Reconstruction",69,28.9,0.0446009974027698,"rocks_2018","MAR","Middle East & North Africa","Lower middle income","P082754 C1 S12","Morocco P082754",3267,2148,"32672148"
"Iraq","P087735","C1","S13","Actual","2014","Strengthening",21,25,0.268,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S13","Iraq P087735",2848,2230,"28482230"
"Iraq","P087735","C1","S13","Estimate","2014","Strengthening",15,25,0.236,"rocks_2018","IRQ","Middle East & North Africa","Upper middle income","P087735 C1 S13","Iraq P087735",2848,2230,"28482230"
"Lao PDR","P083543","C1","S13","Estimate","2004","Asphalt Mix Resurfacing",12,20,0.02,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S13","Lao PDR P083543",3033,2174,"30332174"
"Lao PDR","P083543","C1","S13","Actual","2011","Asphalt Mix Resurfacing",12,20,0.0153777,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S13","Lao PDR P083543",3033,2174,"30332174"
"Mexico","P065779","C1","S13","Estimate","2000","Reconstruction",NA,9,0.127777777777778,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S13","Mexico P065779",3243,1925,"32431925"
"Mexico","P065779","C1","S13","Actual","2007","Reconstruction",NA,9,0.23,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S13","Mexico P065779",3243,1925,"32431925"
"Lao PDR","P083543","C1","S14","Actual","2011","Gravel Resurfacing",12,24,0.005161875,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S14","Lao PDR P083543",3033,2175,"30332175"
"Lao PDR","P083543","C1","S14","Estimate","2004","Gravel Resurfacing",12,24,0.00708333333333333,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S14","Lao PDR P083543",3033,2175,"30332175"
"Mexico","P065779","C1","S14","Actual","2007","Reconstruction",NA,3.4,0.45,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S14","Mexico P065779",3243,1926,"32431926"
"Mexico","P065779","C1","S14","Estimate","2000","Reconstruction",NA,4,0.15,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S14","Mexico P065779",3243,1926,"32431926"
"Pakistan","P010556","C1","S14","Estimate","2003","Bituminous Pavement Preventive Treatment",32,62,0.105286738351254,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 S14","Pakistan P010556",3455,1799,"34551799"
"Pakistan","P010556","C1","S14","Actual","2013","Bituminous Pavement Preventive Treatment",NA,111,0.127464588271746,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 S14","Pakistan P010556",3455,1799,"34551799"
"Lao PDR","P083543","C1","S15","Actual","2011","Gravel Resurfacing",12,19,0.00721773684210526,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S15","Lao PDR P083543",3033,2176,"30332176"
"Lao PDR","P083543","C1","S15","Estimate","2004","Gravel Resurfacing",12,19,0.00631578947368421,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S15","Lao PDR P083543",3033,2176,"30332176"
"Mexico","P065779","C1","S15","Actual","2007","Reconstruction",NA,15.4,0.124025974025974,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S15","Mexico P065779",3243,1927,"32431927"
"Mexico","P065779","C1","S15","Estimate","2000","Reconstruction",NA,15.4,0.161038961038961,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S15","Mexico P065779",3243,1927,"32431927"
"Pakistan","P010556","C1","S15","Estimate","2003","Reconstruction",48,68,0.154207516339869,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 S15","Pakistan P010556",3455,1800,"34551800"
"Pakistan","P010556","C1","S15","Actual","2013","Reconstruction",NA,68,0.209986128853629,"rocks_2018","PAK","South Asia","Lower middle income","P010556 C1 S15","Pakistan P010556",3455,1800,"34551800"
"Lao PDR","P083543","C1","S16","Actual","2011","Gravel Resurfacing",12,57,0.00625510526315789,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S16","Lao PDR P083543",3033,2177,"30332177"
"Lao PDR","P083543","C1","S16","Estimate","2004","Gravel Resurfacing",12,57,0.00614035087719298,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S16","Lao PDR P083543",3033,2177,"30332177"
"Mexico","P065779","C1","S16","Actual","2007","Reconstruction",NA,9.2,0.13695652173913,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S16","Mexico P065779",3243,1928,"32431928"
"Mexico","P065779","C1","S16","Estimate","2000","Reconstruction",NA,9.2,0.15,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S16","Mexico P065779",3243,1928,"32431928"
"Lao PDR","P083543","C1","S17","Estimate","2004","Asphalt Mix Resurfacing",12,12,0.02,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S17","Lao PDR P083543",3033,2178,"30332178"
"Lao PDR","P083543","C1","S17","Actual","2011","Asphalt Mix Resurfacing",12,12,0.0166724166666667,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S17","Lao PDR P083543",3033,2178,"30332178"
"Mexico","P065779","C1","S17","Estimate","2000","Reconstruction",NA,25,0.1124,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S17","Mexico P065779",3243,1929,"32431929"
"Mexico","P065779","C1","S17","Actual","2007","Reconstruction",NA,25,0.0212,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S17","Mexico P065779",3243,1929,"32431929"
"Lao PDR","P083543","C1","S18","Actual","2011","Surface Treatment Resurfacing",12,14,0.00949407142857143,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S18","Lao PDR P083543",3033,2179,"30332179"
"Lao PDR","P083543","C1","S18","Estimate","2004","Surface Treatment Resurfacing",12,14,0.0107142857142857,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S18","Lao PDR P083543",3033,2179,"30332179"
"Mexico","P065779","C1","S18","Estimate","2000","Reconstruction",NA,11,0.112727272727273,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S18","Mexico P065779",3243,1930,"32431930"
"Mexico","P065779","C1","S18","Actual","2007","Reconstruction",NA,11,0.140909090909091,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S18","Mexico P065779",3243,1930,"32431930"
"Lao PDR","P083543","C1","S19","Estimate","2004","Gravel Resurfacing",12,32,0.0078125,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S19","Lao PDR P083543",3033,2180,"30332180"
"Lao PDR","P083543","C1","S19","Actual","2011","Gravel Resurfacing",12,32,0.0123461875,"rocks_2018","LAO","East Asia & Pacific","Lower middle income","P083543 C1 S19","Lao PDR P083543",3033,2180,"30332180"
"Mexico","P065779","C1","S19","Actual","2007","Reconstruction",NA,10.5,0.195238095238095,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S19","Mexico P065779",3243,1931,"32431931"
"Mexico","P065779","C1","S19","Estimate","2000","Reconstruction",NA,10.5,0.127619047619048,"rocks_2018","MEX","Latin America & Caribbean","Upper middle income","P065779 C1 S19","Mexico P065779",3243,1931,"32431931"
"Afghanistan","P107101","C1","S2","Estimate","2010","Strengthening",4,3.28,1.17378048780488,"rocks_2018","AFG","South Asia","Low income","P107101 C1 S2","Afghanistan P107101",1015,2319,"10152319"
